Date;Numéro de facture;Code Article;Vendeur;Responsable de Service;Prix Unitaire de Billet;Remise Accordée;Prix de Vente par Unité;Coût Unitaire;Quantité;Code Postal
31/01/2013;434;35;Sally Summer;Mary Mansfield;0,95;0;0,95;0,47;7;3010
31/01/2013;435;37;Wendel Westborne;Mary Mansfield;24,95;0;24,95;9,38;8;3028
31/01/2013;435;26;Wendel Westborne;Mary Mansfield;0,95;0;0,95;0,42;4;3028
01/02/2013;436;21;Kelly Clark;Mary Mansfield;26,95;0;26,95;12,42;4;3019
01/02/2013;437;4;Benny Bernanke;Mary Mansfield;73,95;0;73,95;38,86;2;3013
01/02/2013;438;48;Benny Bernanke;Mary Mansfield;3,95;0;3,95;1,43;17;3020
01/02/2013;439;4;Kelly Clark;Mary Mansfield;73,95;0,1;66,56;38,86;1;3010
01/02/2013;440;15;Kelly Clark;Mary Mansfield;28,95;0;28,95;17,53;22;3011
01/02/2013;441;39;Benny Bernanke;Mary Mansfield;26,95;0,1;24,26;12,24;13;3015
01/02/2013;442;40;Benny Bernanke;Mary Mansfield;16,95;0;16,95;6,53;2;3032
01/02/2013;443;39;Kelly Clark;Mary Mansfield;26,95;0;26,95;12,24;13;3025
01/02/2013;444;24;Benny Bernanke;Mary Mansfield;27,95;0;27,95;16,8;21;3026
01/02/2013;445;40;Kelly Clark;Mary Mansfield;16,95;0;16,95;6,53;24;3022
01/02/2013;445;29;Kelly Clark;Mary Mansfield;40,95;0;40,95;15,51;4;3022
01/02/2013;445;20;Kelly Clark;Mary Mansfield;16,95;0;16,95;6,76;15;3022
01/02/2013;445;7;Kelly Clark;Mary Mansfield;20,95;0;20,95;10,04;12;3022
01/02/2013;445;35;Kelly Clark;Mary Mansfield;0,95;0;0,95;0,47;2;3022
01/02/2013;446;4;Benny Bernanke;Mary Mansfield;73,95;0;73,95;38,86;1;3028
01/02/2013;447;38;Kelly Clark;Mary Mansfield;24,95;0;24,95;11,48;2;3014
01/02/2013;447;2;Kelly Clark;Mary Mansfield;44,95;0;44,95;27,95;5;3014
01/02/2013;447;3;Kelly Clark;Mary Mansfield;59,95;0;59,95;28,73;15;3014
01/02/2013;447;45;Kelly Clark;Mary Mansfield;38,95;0;38,95;22,33;3;3014
01/02/2013;448;8;Benny Bernanke;Mary Mansfield;7,95;0;7,95;4,53;26;3010
01/02/2013;449;47;Kelly Clark;Mary Mansfield;28,95;0;28,95;8,86;2;3020
01/02/2013;450;26;Benny Bernanke;Mary Mansfield;0,95;0;0,95;0,42;3;3013
01/02/2013;451;6;Kelly Clark;Mary Mansfield;55,95;0;55,95;16,06;11;3029
01/02/2013;451;50;Kelly Clark;Mary Mansfield;24,95;0;24,95;12,14;1;3029
01/02/2013;451;17;Kelly Clark;Mary Mansfield;49,95;0;49,95;23,93;20;3029
01/02/2013;452;26;Benny Bernanke;Mary Mansfield;0,95;0;0,95;0,42;2;3024
01/02/2013;453;4;Kelly Clark;Mary Mansfield;73,95;0;73,95;38,86;1;3023
01/02/2013;454;37;Kelly Clark;Mary Mansfield;24,95;0;24,95;9,38;3;3032
01/02/2013;455;33;Benny Bernanke;Mary Mansfield;19,95;0,1;17,96;9,78;9;3018
01/02/2013;455;29;Benny Bernanke;Mary Mansfield;40,95;0;40,95;15,51;2;3018
01/02/2013;456;37;Kelly Clark;Mary Mansfield;24,95;0;24,95;9,38;2;3032
02/02/2013;457;8;Sally Summer;Mary Mansfield;7,95;0;7,95;4,53;19;3011
02/02/2013;458;23;Benny Bernanke;Mary Mansfield;2,95;0;2,95;1,68;2;3027
02/02/2013;458;8;Benny Bernanke;Mary Mansfield;7,95;0;7,95;4,53;26;3027
02/02/2013;458;36;Benny Bernanke;Mary Mansfield;26,95;0;26,95;12,53;7;3027
02/02/2013;458;42;Benny Bernanke;Mary Mansfield;35,95;0;35,95;20,25;1;3027
02/02/2013;459;13;Sally Summer;Mary Mansfield;26,95;0,1;24,26;13,26;16;3032
02/02/2013;459;45;Sally Summer;Mary Mansfield;38,95;0,1;35,06;22,33;4;3032
02/02/2013;459;50;Sally Summer;Mary Mansfield;24,95;0;24,95;12,14;2;3032
02/02/2013;460;33;Sally Summer;Mary Mansfield;19,95;0;19,95;9,78;12;3021
02/02/2013;461;13;Benny Bernanke;Mary Mansfield;26,95;0;26,95;13,26;11;3025
02/02/2013;462;36;Sally Summer;Mary Mansfield;26,95;0;26,95;12,53;5;3017
02/02/2013;463;22;Benny Bernanke;Mary Mansfield;0,95;0;0,95;0,57;9;3029
02/02/2013;464;3;Benny Bernanke;Mary Mansfield;59,95;0;59,95;28,73;11;3025
02/02/2013;465;18;Sally Summer;Mary Mansfield;54,95;0,1;49,46;26,65;2;3026
02/02/2013;466;26;Benny Bernanke;Mary Mansfield;0,95;0;0,95;0,42;6;3025
02/02/2013;467;34;Benny Bernanke;Mary Mansfield;37,95;0,1;34,16;15,35;5;3031
02/02/2013;467;34;Benny Bernanke;Mary Mansfield;37,95;0;37,95;15,35;2;3031
02/02/2013;468;23;Sally Summer;Mary Mansfield;2,95;0;2,95;1,68;2;3017
02/02/2013;468;42;Sally Summer;Mary Mansfield;35,95;0,1;32,36;20,25;1;3017
02/02/2013;469;5;Benny Bernanke;Mary Mansfield;24,95;0;24,95;12,27;6;3032
02/02/2013;470;1;Sally Summer;Mary Mansfield;43,95;0;43,95;25,6;3;3020
02/02/2013;471;42;Benny Bernanke;Mary Mansfield;35,95;0;35,95;20,25;1;3021
02/02/2013;472;34;Sally Summer;Mary Mansfield;37,95;0,2;30,36;15,35;8;3033
02/02/2013;473;23;Benny Bernanke;Mary Mansfield;2,95;0,1;2,66;1,68;6;3021
02/02/2013;474;41;Sally Summer;Mary Mansfield;18,95;0;18,95;9,98;7;3022
02/02/2013;475;11;Benny Bernanke;Mary Mansfield;65,95;0;65,95;37,97;6;3024
02/02/2013;475;48;Benny Bernanke;Mary Mansfield;3,95;0;3,95;1,43;2;3024
02/02/2013;475;49;Benny Bernanke;Mary Mansfield;63,95;0;63,95;27,1;1;3024
02/02/2013;476;40;Sally Summer;Mary Mansfield;16,95;0;16,95;6,53;1;3023
02/02/2013;477;2;Benny Bernanke;Mary Mansfield;44,95;0;44,95;27,95;1;3018
02/02/2013;478;33;Benny Bernanke;Mary Mansfield;19,95;0;19,95;9,78;14;3018
02/02/2013;479;17;Benny Bernanke;Mary Mansfield;49,95;0;49,95;23,93;2;3032
02/02/2013;480;11;Sally Summer;Mary Mansfield;65,95;0;65,95;37,97;10;3029
02/02/2013;481;12;Sally Summer;Mary Mansfield;47,95;0,1;43,16;20,7;2;3032
02/02/2013;482;4;Benny Bernanke;Mary Mansfield;73,95;0;73,95;38,86;2;3022
02/02/2013;482;34;Benny Bernanke;Mary Mansfield;37,95;0;37,95;15,35;13;3022
02/02/2013;482;14;Benny Bernanke;Mary Mansfield;31,95;0;31,95;17,38;2;3022
02/02/2013;483;39;Sally Summer;Mary Mansfield;26,95;0;26,95;12,24;2;3031
02/02/2013;483;13;Sally Summer;Mary Mansfield;26,95;0;26,95;13,26;13;3031
03/02/2013;484;3;Amy Apple;John Jones;59,95;0;59,95;28,73;5;3015
03/02/2013;485;32;Kelly Clark;John Jones;22,95;0;22,95;11,78;17;3016
03/02/2013;486;19;Amy Apple;John Jones;49,95;0,1;44,96;24,77;14;3016
03/02/2013;487;23;Kelly Clark;John Jones;2,95;0;2,95;1,68;2;3015
03/02/2013;488;5;Amy Apple;John Jones;24,95;0;24,95;12,27;3;3028
03/02/2013;488;10;Amy Apple;John Jones;34,95;0;34,95;22,13;2;3028
03/02/2013;489;11;Kelly Clark;John Jones;65,95;0;65,95;37,97;17;3033
03/02/2013;490;15;Amy Apple;John Jones;28,95;0,1;26,06;17,53;16;3028
03/02/2013;491;15;Kelly Clark;John Jones;28,95;0;28,95;17,53;30;3025
03/02/2013;492;9;Amy Apple;John Jones;48,95;0,1;44,06;24,52;22;3026
03/02/2013;492;10;Amy Apple;John Jones;34,95;0,1;31,46;22,13;9;3026
03/02/2013;493;35;Kelly Clark;John Jones;0,95;0,1;0,86;0,47;20;3010
03/02/2013;493;1;Kelly Clark;John Jones;43,95;0;43,95;25,6;1;3010
03/02/2013;494;23;Amy Apple;John Jones;2,95;0;2,95;1,68;5;3031
03/02/2013;495;31;Kelly Clark;John Jones;0,95;0;0,95;0,34;12;3033
03/02/2013;495;10;Kelly Clark;John Jones;34,95;0,1;31,46;22,13;1;3033
03/02/2013;495;36;Kelly Clark;John Jones;26,95;0;26,95;12,53;18;3033
03/02/2013;496;43;Amy Apple;John Jones;11,95;0;11,95;3,32;9;3026
03/02/2013;496;33;Amy Apple;John Jones;19,95;0;19,95;9,78;10;3026
03/02/2013;497;44;Kelly Clark;John Jones;38,95;0,1;35,06;24,76;18;3018
03/02/2013;498;45;Amy Apple;John Jones;38,95;0;38,95;22,33;3;3023
03/02/2013;498;39;Amy Apple;John Jones;26,95;0;26,95;12,24;18;3023
03/02/2013;498;19;Amy Apple;John Jones;49,95;0;49,95;24,77;18;3023
03/02/2013;498;27;Amy Apple;John Jones;4,95;0;4,95;1,82;9;3023
03/02/2013;498;25;Amy Apple;John Jones;0,95;0;0,95;0,35;3;3023
03/02/2013;498;21;Amy Apple;John Jones;26,95;0,1;24,26;12,42;20;3023
04/02/2013;499;44;Amy Apple;John Jones;38,95;0;38,95;24,76;2;3027
04/02/2013;500;16;Wendel Westborne;John Jones;27,95;0;27,95;15,85;4;3033
04/02/2013;501;45;Amy Apple;John Jones;38,95;0;38,95;22,33;6;3011
04/02/2013;502;8;Wendel Westborne;John Jones;7,95;0;7,95;4,53;29;3023
04/02/2013;503;6;Kelly Clark;John Jones;55,95;0;55,95;16,06;9;3023
04/02/2013;504;6;Amy Apple;John Jones;55,95;0;55,95;16,06;4;3033
04/02/2013;505;17;Kelly Clark;John Jones;49,95;0;49,95;23,93;21;3023
04/02/2013;506;19;Amy Apple;John Jones;49,95;0;49,95;24,77;5;3012
05/02/2013;507;32;Sally Summer;John Jones;22,95;0;22,95;11,78;22;3027
05/02/2013;508;43;Wendel Westborne;John Jones;11,95;0;11,95;3,32;4;3030
05/02/2013;509;9;Benny Bernanke;John Jones;48,95;0,1;44,06;24,52;22;3023
05/02/2013;509;26;Benny Bernanke;John Jones;0,95;0;0,95;0,42;17;3023
05/02/2013;509;27;Benny Bernanke;John Jones;4,95;0;4,95;1,82;8;3023
06/02/2013;510;4;Kelly Clark;Mary Mansfield;73,95;0;73,95;38,86;2;3010
06/02/2013;510;28;Kelly Clark;Mary Mansfield;0,95;0;0,95;0,5;17;3010
06/02/2013;510;42;Kelly Clark;Mary Mansfield;35,95;0;35,95;20,25;1;3010
06/02/2013;511;37;Amy Apple;Mary Mansfield;24,95;0;24,95;9,38;9;3021
06/02/2013;511;3;Amy Apple;Mary Mansfield;59,95;0,2;47,96;28,73;16;3021
07/02/2013;512;24;Sally Summer;Mary Mansfield;27,95;0;27,95;16,8;23;3012
08/02/2013;513;2;Kelly Clark;Mary Mansfield;44,95;0,1;40,46;27,95;3;3019
09/02/2013;514;12;Benny Bernanke;Mary Mansfield;47,95;0;47,95;20,7;2;3029
09/02/2013;515;49;Sally Summer;Mary Mansfield;63,95;0;63,95;27,1;4;3032
09/02/2013;516;42;Sally Summer;Mary Mansfield;35,95;0,1;32,36;20,25;2;3012
09/02/2013;516;7;Sally Summer;Mary Mansfield;20,95;0;20,95;10,04;10;3012
09/02/2013;517;18;Benny Bernanke;Mary Mansfield;54,95;0;54,95;26,65;6;3026
09/02/2013;517;18;Benny Bernanke;Mary Mansfield;54,95;0;54,95;26,65;2;3026
09/02/2013;518;45;Sally Summer;Mary Mansfield;38,95;0;38,95;22,33;1;3031
09/02/2013;518;44;Sally Summer;Mary Mansfield;38,95;0;38,95;24,76;8;3031
09/02/2013;518;48;Sally Summer;Mary Mansfield;3,95;0;3,95;1,43;1;3031
09/02/2013;518;23;Sally Summer;Mary Mansfield;2,95;0;2,95;1,68;6;3031
09/02/2013;519;12;Benny Bernanke;Mary Mansfield;47,95;0,1;43,16;20,7;1;3022
09/02/2013;519;50;Benny Bernanke;Mary Mansfield;24,95;0,1;22,46;12,14;1;3022
09/02/2013;519;45;Benny Bernanke;Mary Mansfield;38,95;0;38,95;22,33;2;3022
09/02/2013;520;25;Sally Summer;Mary Mansfield;0,95;0;0,95;0,35;27;3017
09/02/2013;520;27;Sally Summer;Mary Mansfield;4,95;0;4,95;1,82;2;3017
09/02/2013;520;19;Sally Summer;Mary Mansfield;49,95;0;49,95;24,77;2;3017
09/02/2013;521;31;Sally Summer;Mary Mansfield;0,95;0;0,95;0,34;7;3027
09/02/2013;521;46;Sally Summer;Mary Mansfield;55,95;0;55,95;32,47;10;3027
09/02/2013;521;8;Sally Summer;Mary Mansfield;7,95;0;7,95;4,53;24;3027
09/02/2013;522;4;Sally Summer;Mary Mansfield;73,95;0;73,95;38,86;1;3014
09/02/2013;523;29;Sally Summer;Mary Mansfield;40,95;0;40,95;15,51;3;3010
09/02/2013;524;48;Benny Bernanke;Mary Mansfield;3,95;0;3,95;1,43;17;3013
09/02/2013;525;1;Benny Bernanke;Mary Mansfield;43,95;0,1;39,56;25,6;5;3031
09/02/2013;525;8;Benny Bernanke;Mary Mansfield;7,95;0;7,95;4,53;1;3031
09/02/2013;526;23;Sally Summer;Mary Mansfield;2,95;0;2,95;1,68;9;3015
09/02/2013;526;3;Sally Summer;Mary Mansfield;59,95;0;59,95;28,73;10;3015
10/02/2013;527;43;Amy Apple;John Jones;11,95;0;11,95;3,32;4;3027
10/02/2013;527;49;Amy Apple;John Jones;63,95;0;63,95;27,1;2;3027
10/02/2013;528;26;Kelly Clark;John Jones;0,95;0;0,95;0,42;16;3026
10/02/2013;528;33;Kelly Clark;John Jones;19,95;0;19,95;9,78;20;3026
10/02/2013;529;7;Kelly Clark;John Jones;20,95;0;20,95;10,04;12;3020
10/02/2013;530;2;Amy Apple;John Jones;44,95;0;44,95;27,95;7;3018
10/02/2013;531;35;Kelly Clark;John Jones;0,95;0;0,95;0,47;13;3020
10/02/2013;532;22;Amy Apple;John Jones;0,95;0;0,95;0,57;4;3018
10/02/2013;532;34;Amy Apple;John Jones;37,95;0,1;34,16;15,35;4;3018
10/02/2013;533;43;Kelly Clark;John Jones;11,95;0;11,95;3,32;3;3030
10/02/2013;533;46;Kelly Clark;John Jones;55,95;0,1;50,36;32,47;14;3030
10/02/2013;534;33;Amy Apple;John Jones;19,95;0;19,95;9,78;10;3030
10/02/2013;534;47;Amy Apple;John Jones;28,95;0;28,95;8,86;18;3030
10/02/2013;535;5;Kelly Clark;John Jones;24,95;0;24,95;12,27;4;3030
10/02/2013;535;14;Kelly Clark;John Jones;31,95;0;31,95;17,38;3;3030
10/02/2013;535;13;Kelly Clark;John Jones;26,95;0,2;21,56;13,26;6;3030
11/02/2013;536;43;Kelly Clark;John Jones;11,95;0;11,95;3,32;4;3030
11/02/2013;537;25;Wendel Westborne;John Jones;0,95;0;0,95;0,35;30;3030
11/02/2013;538;16;Wendel Westborne;John Jones;27,95;0;27,95;15,85;3;3011
11/02/2013;539;5;Kelly Clark;John Jones;24,95;0;24,95;12,27;7;3024
11/02/2013;540;2;Wendel Westborne;John Jones;44,95;0;44,95;27,95;8;3016
11/02/2013;541;42;Kelly Clark;John Jones;35,95;0;35,95;20,25;1;3022
11/02/2013;542;29;Amy Apple;John Jones;40,95;0;40,95;15,51;1;3024
11/02/2013;543;1;Amy Apple;John Jones;43,95;0;43,95;25,6;15;3017
11/02/2013;544;13;Kelly Clark;John Jones;26,95;0;26,95;13,26;10;3015
11/02/2013;545;38;Amy Apple;John Jones;24,95;0;24,95;11,48;4;3033
11/02/2013;546;22;Kelly Clark;John Jones;0,95;0;0,95;0,57;12;3028
11/02/2013;547;38;Amy Apple;John Jones;24,95;0;24,95;11,48;1;3032
11/02/2013;547;41;Amy Apple;John Jones;18,95;0;18,95;9,98;17;3032
11/02/2013;548;36;Wendel Westborne;John Jones;26,95;0,1;24,26;12,53;9;3020
11/02/2013;549;2;Wendel Westborne;John Jones;44,95;0;44,95;27,95;3;3029
11/02/2013;549;16;Wendel Westborne;John Jones;27,95;0,1;25,16;15,85;3;3029
11/02/2013;550;13;Amy Apple;John Jones;26,95;0;26,95;13,26;17;3031
11/02/2013;551;44;Kelly Clark;John Jones;38,95;0;38,95;24,76;10;3023
11/02/2013;552;5;Wendel Westborne;John Jones;24,95;0,1;22,46;12,27;1;3020
11/02/2013;553;46;Kelly Clark;John Jones;55,95;0;55,95;32,47;19;3021
11/02/2013;554;25;Wendel Westborne;John Jones;0,95;0;0,95;0,35;6;3019
11/02/2013;554;32;Wendel Westborne;John Jones;22,95;0;22,95;11,78;15;3019
11/02/2013;555;2;Amy Apple;John Jones;44,95;0;44,95;27,95;7;3019
11/02/2013;556;20;Wendel Westborne;John Jones;16,95;0;16,95;6,76;21;3027
11/02/2013;557;41;Amy Apple;John Jones;18,95;0;18,95;9,98;17;3019
11/02/2013;558;1;Kelly Clark;John Jones;43,95;0;43,95;25,6;1;3013
11/02/2013;559;39;Wendel Westborne;John Jones;26,95;0;26,95;12,24;1;3032
11/02/2013;559;26;Wendel Westborne;John Jones;0,95;0;0,95;0,42;4;3032
11/02/2013;560;11;Kelly Clark;John Jones;65,95;0;65,95;37,97;13;3028
11/02/2013;561;12;Amy Apple;John Jones;47,95;0;47,95;20,7;2;3016
11/02/2013;562;29;Wendel Westborne;John Jones;40,95;0;40,95;15,51;3;3013
11/02/2013;562;10;Wendel Westborne;John Jones;34,95;0;34,95;22,13;3;3013
11/02/2013;563;8;Amy Apple;John Jones;7,95;0,1;7,16;4,53;23;3013
11/02/2013;564;42;Kelly Clark;John Jones;35,95;0;35,95;20,25;1;3026
11/02/2013;565;34;Amy Apple;John Jones;37,95;0;37,95;15,35;9;3026
11/02/2013;566;24;Kelly Clark;John Jones;27,95;0;27,95;16,8;30;3033
11/02/2013;567;23;Amy Apple;John Jones;2,95;0;2,95;1,68;2;3024
11/02/2013;568;23;Amy Apple;John Jones;2,95;0;2,95;1,68;3;3031
11/02/2013;569;6;Wendel Westborne;John Jones;55,95;0;55,95;16,06;2;3012
11/02/2013;569;2;Wendel Westborne;John Jones;44,95;0;44,95;27,95;1;3012
11/02/2013;570;21;Kelly Clark;John Jones;26,95;0;26,95;12,42;14;3012
11/02/2013;571;46;Amy Apple;John Jones;55,95;0;55,95;32,47;6;3027
11/02/2013;572;46;Kelly Clark;John Jones;55,95;0;55,95;32,47;29;3029
11/02/2013;573;42;Kelly Clark;John Jones;35,95;0;35,95;20,25;2;3033
11/02/2013;573;30;Kelly Clark;John Jones;10,95;0,1;9,86;4,8;9;3033
12/02/2013;574;48;Sally Summer;John Jones;3,95;0;3,95;1,43;24;3024
12/02/2013;575;49;Wendel Westborne;John Jones;63,95;0;63,95;27,1;3;3022
12/02/2013;576;44;Benny Bernanke;John Jones;38,95;0;38,95;24,76;1;3032
12/02/2013;577;7;Wendel Westborne;John Jones;20,95;0,1;18,86;10,04;3;3020
12/02/2013;578;29;Benny Bernanke;John Jones;40,95;0;40,95;15,51;2;3032
12/02/2013;578;15;Benny Bernanke;John Jones;28,95;0;28,95;17,53;25;3032
12/02/2013;579;13;Sally Summer;John Jones;26,95;0,1;24,26;13,26;3;3022
12/02/2013;579;40;Sally Summer;John Jones;16,95;0;16,95;6,53;3;3022
12/02/2013;579;3;Sally Summer;John Jones;59,95;0;59,95;28,73;16;3022
12/02/2013;579;30;Sally Summer;John Jones;10,95;0;10,95;4,8;25;3022
12/02/2013;580;8;Sally Summer;John Jones;7,95;0;7,95;4,53;28;3030
12/02/2013;580;35;Sally Summer;John Jones;0,95;0;0,95;0,47;23;3030
12/02/2013;581;47;Benny Bernanke;John Jones;28,95;0;28,95;8,86;3;3017
12/02/2013;582;23;Sally Summer;John Jones;2,95;0;2,95;1,68;10;3032
12/02/2013;583;5;Wendel Westborne;John Jones;24,95;0;24,95;12,27;4;3032
12/02/2013;583;4;Wendel Westborne;John Jones;73,95;0;73,95;38,86;1;3032
12/02/2013;584;44;Sally Summer;John Jones;38,95;0,1;35,06;24,76;5;3012
12/02/2013;584;21;Sally Summer;John Jones;26,95;0;26,95;12,42;3;3012
12/02/2013;584;33;Sally Summer;John Jones;19,95;0;19,95;9,78;5;3012
12/02/2013;585;35;Benny Bernanke;John Jones;0,95;0;0,95;0,47;24;3030
12/02/2013;586;45;Sally Summer;John Jones;38,95;0;38,95;22,33;1;3010
12/02/2013;587;9;Sally Summer;John Jones;48,95;0;48,95;24,52;25;3017
12/02/2013;588;48;Wendel Westborne;John Jones;3,95;0;3,95;1,43;18;3017
12/02/2013;589;29;Benny Bernanke;John Jones;40,95;0;40,95;15,51;1;3027
12/02/2013;589;11;Benny Bernanke;John Jones;65,95;0;65,95;37,97;17;3027
12/02/2013;590;33;Sally Summer;John Jones;19,95;0;19,95;9,78;19;3011
12/02/2013;591;13;Wendel Westborne;John Jones;26,95;0;26,95;13,26;18;3010
12/02/2013;592;4;Sally Summer;John Jones;73,95;0;73,95;38,86;1;3024
12/02/2013;593;24;Wendel Westborne;John Jones;27,95;0,1;25,16;16,8;24;3021
12/02/2013;594;15;Sally Summer;John Jones;28,95;0;28,95;17,53;32;3012
12/02/2013;594;18;Sally Summer;John Jones;54,95;0;54,95;26,65;4;3012
12/02/2013;594;44;Sally Summer;John Jones;38,95;0;38,95;24,76;7;3012
12/02/2013;595;2;Wendel Westborne;John Jones;44,95;0;44,95;27,95;2;3010
13/02/2013;596;38;Kelly Clark;Mary Mansfield;24,95;0,1;22,46;11,48;2;3015
13/02/2013;596;3;Kelly Clark;Mary Mansfield;59,95;0;59,95;28,73;12;3015
13/02/2013;597;24;Amy Apple;Mary Mansfield;27,95;0;27,95;16,8;27;3027
13/02/2013;598;37;Kelly Clark;Mary Mansfield;24,95;0;24,95;9,38;4;3026
13/02/2013;598;1;Kelly Clark;Mary Mansfield;43,95;0;43,95;25,6;9;3026
13/02/2013;599;2;Amy Apple;Mary Mansfield;44,95;0;44,95;27,95;2;3029
13/02/2013;600;21;Kelly Clark;Mary Mansfield;26,95;0;26,95;12,42;18;3012
13/02/2013;600;14;Kelly Clark;Mary Mansfield;31,95;0;31,95;17,38;2;3012
13/02/2013;600;42;Kelly Clark;Mary Mansfield;35,95;0;35,95;20,25;2;3012
13/02/2013;600;43;Kelly Clark;Mary Mansfield;11,95;0,1;10,76;3,32;1;3012
13/02/2013;601;5;Amy Apple;Mary Mansfield;24,95;0,1;22,46;12,27;7;3027
13/02/2013;601;26;Amy Apple;Mary Mansfield;0,95;0;0,95;0,42;10;3027
13/02/2013;602;4;Kelly Clark;Mary Mansfield;73,95;0,1;66,56;38,86;2;3018
14/02/2013;603;30;Sally Summer;Mary Mansfield;10,95;0;10,95;4,8;22;3010
14/02/2013;603;2;Sally Summer;Mary Mansfield;44,95;0;44,95;27,95;5;3010
14/02/2013;603;32;Sally Summer;Mary Mansfield;22,95;0;22,95;11,78;21;3010
14/02/2013;603;8;Sally Summer;Mary Mansfield;7,95;0;7,95;4,53;4;3010
14/02/2013;603;23;Sally Summer;Mary Mansfield;2,95;0;2,95;1,68;10;3010
14/02/2013;604;30;Wendel Westborne;Mary Mansfield;10,95;0;10,95;4,8;10;3026
14/02/2013;604;7;Wendel Westborne;Mary Mansfield;20,95;0;20,95;10,04;17;3026
14/02/2013;605;35;Sally Summer;Mary Mansfield;0,95;0;0,95;0,47;6;3018
14/02/2013;605;15;Sally Summer;Mary Mansfield;28,95;0;28,95;17,53;9;3018
14/02/2013;606;20;Wendel Westborne;Mary Mansfield;16,95;0;16,95;6,76;2;3010
14/02/2013;606;30;Wendel Westborne;Mary Mansfield;10,95;0;10,95;4,8;16;3010
14/02/2013;607;4;Sally Summer;Mary Mansfield;73,95;0,1;66,56;38,86;1;3016
14/02/2013;607;40;Sally Summer;Mary Mansfield;16,95;0;16,95;6,53;7;3016
14/02/2013;607;17;Sally Summer;Mary Mansfield;49,95;0;49,95;23,93;18;3016
14/02/2013;607;21;Sally Summer;Mary Mansfield;26,95;0;26,95;12,42;17;3016
14/02/2013;608;1;Wendel Westborne;Mary Mansfield;43,95;0;43,95;25,6;14;3027
14/02/2013;609;45;Wendel Westborne;Mary Mansfield;38,95;0;38,95;22,33;2;3024
14/02/2013;610;25;Wendel Westborne;Mary Mansfield;0,95;0;0,95;0,35;24;3029
14/02/2013;610;1;Wendel Westborne;Mary Mansfield;43,95;0;43,95;25,6;3;3029
14/02/2013;610;20;Wendel Westborne;Mary Mansfield;16,95;0;16,95;6,76;21;3029
14/02/2013;611;4;Sally Summer;Mary Mansfield;73,95;0;73,95;38,86;2;3015
14/02/2013;612;26;Wendel Westborne;Mary Mansfield;0,95;0;0,95;0,42;9;3029
14/02/2013;613;9;Sally Summer;Mary Mansfield;48,95;0,1;44,06;24,52;3;3015
14/02/2013;614;22;Wendel Westborne;Mary Mansfield;0,95;0;0,95;0,57;16;3022
14/02/2013;615;37;Wendel Westborne;Mary Mansfield;24,95;0,2;19,96;9,38;3;3019
14/02/2013;616;8;Sally Summer;Mary Mansfield;7,95;0;7,95;4,53;9;3010
14/02/2013;617;12;Wendel Westborne;Mary Mansfield;47,95;0;47,95;20,7;1;3021
14/02/2013;617;26;Wendel Westborne;Mary Mansfield;0,95;0;0,95;0,42;9;3021
14/02/2013;617;19;Wendel Westborne;Mary Mansfield;49,95;0;49,95;24,77;17;3021
14/02/2013;617;41;Wendel Westborne;Mary Mansfield;18,95;0;18,95;9,98;9;3021
14/02/2013;618;47;Sally Summer;Mary Mansfield;28,95;0;28,95;8,86;11;3019
14/02/2013;619;3;Wendel Westborne;Mary Mansfield;59,95;0;59,95;28,73;2;3029
14/02/2013;619;27;Wendel Westborne;Mary Mansfield;4,95;0;4,95;1,82;9;3029
14/02/2013;620;24;Sally Summer;Mary Mansfield;27,95;0;27,95;16,8;24;3017
15/02/2013;621;46;Benny Bernanke;Mary Mansfield;55,95;0;55,95;32,47;21;3021
15/02/2013;621;3;Benny Bernanke;Mary Mansfield;59,95;0;59,95;28,73;8;3021
15/02/2013;621;49;Benny Bernanke;Mary Mansfield;63,95;0;63,95;27,1;2;3021
15/02/2013;622;22;Benny Bernanke;Mary Mansfield;0,95;0;0,95;0,57;10;3019
15/02/2013;623;30;Kelly Clark;Mary Mansfield;10,95;0;10,95;4,8;3;3018
15/02/2013;623;36;Kelly Clark;Mary Mansfield;26,95;0;26,95;12,53;15;3018
15/02/2013;623;32;Kelly Clark;Mary Mansfield;22,95;0;22,95;11,78;1;3018
15/02/2013;624;14;Benny Bernanke;Mary Mansfield;31,95;0;31,95;17,38;2;3030
15/02/2013;625;29;Kelly Clark;Mary Mansfield;40,95;0,1;36,86;15,51;4;3024
16/02/2013;626;28;Benny Bernanke;Mary Mansfield;0,95;0;0,95;0,5;18;3032
16/02/2013;626;32;Benny Bernanke;Mary Mansfield;22,95;0,1;20,66;11,78;8;3032
16/02/2013;627;28;Sally Summer;Mary Mansfield;0,95;0;0,95;0,5;25;3020
16/02/2013;627;49;Sally Summer;Mary Mansfield;63,95;0;63,95;27,1;4;3020
16/02/2013;628;25;Sally Summer;Mary Mansfield;0,95;0;0,95;0,35;21;3013
16/02/2013;629;43;Benny Bernanke;Mary Mansfield;11,95;0;11,95;3,32;6;3017
17/02/2013;630;31;Kelly Clark;John Jones;0,95;0;0,95;0,34;11;3023
17/02/2013;630;44;Kelly Clark;John Jones;38,95;0;38,95;24,76;9;3023
17/02/2013;631;47;Amy Apple;John Jones;28,95;0;28,95;8,86;5;3012
17/02/2013;631;41;Amy Apple;John Jones;18,95;0;18,95;9,98;19;3012
17/02/2013;631;6;Amy Apple;John Jones;55,95;0;55,95;16,06;4;3012
